Date,Open,High,Low,Close,Volume,ticker
2024-12-05,25.79,25.79,25.6026,25.63,7550,AIS
2024-12-06,25.39,25.56,25.39,25.54,4780,AIS
2024-12-09,25.55,25.56,25.19,25.1919,14904,AIS
2024-12-10,25.1107,25.24,24.73,24.7352,7091,AIS
2024-12-11,24.9,24.9676,24.84,24.9676,10567,AIS
2024-12-12,24.98,25.03,24.8774,24.8774,2287,AIS
2024-12-13,24.94,25.0306,24.94,25.0306,335,AIS
2024-12-16,24.915,25.2217,24.915,25.2217,4124,AIS
2024-12-17,24.87,24.92,24.8275,24.8275,1493,AIS
2024-12-18,24.89,24.89,24.0396,24.0396,253,AIS
2024-12-19,24.05,24.27,23.8726,23.8726,788,AIS
2024-12-20,24.22,24.39,24.1825,24.1825,512,AIS
2024-12-23,24.4,24.55,24.3299,24.55,6824,AIS
2024-12-26,24.85,24.9162,24.85,24.9162,203,AIS
2024-12-27,24.35,24.56,24.35,24.5056,1808,AIS
2024-12-30,23.98,24.26,23.9514,24.1701,6890,AIS
2024-12-31,24.1,24.1,23.8527,23.8527,1291,AIS
2025-01-02,23.9607,23.9607,23.73,23.9158,3316,AIS
2025-01-03,24.3,24.63,24.3,24.6045,3537,AIS
2025-01-06,25.38,25.54,25.26,25.3166,6232,AIS
2025-01-07,25.46,25.46,25.0238,25.0238,2834,AIS
2025-01-08,24.91,24.95,24.59,24.7403,5434,AIS
2025-01-10,24.16,24.52,24.1599,24.3864,24856,AIS
2025-01-13,23.79,23.9358,23.7301,23.9358,4476,AIS
2025-01-14,24.33,24.36,24.11,24.2278,2656,AIS
2025-01-15,24.74,24.96,24.74,24.9198,11783,AIS
2025-01-16,25.0137,25.0699,24.9769,24.9769,1945,AIS
2025-01-17,25.34,25.4552,25.29,25.4156,932,AIS
2025-01-21,25.878,26.0846,25.76,26.0452,2822,AIS
2025-01-22,26.525,26.78,26.5,26.6309,49735,AIS
2025-01-23,26.35,26.47,26.35,26.4299,2749,AIS
2025-01-24,26.4389,26.59,26.1868,26.1868,5432,AIS
2025-01-27,24.24,24.58,23.53,23.7316,72179,AIS
2025-01-28,23.68,24.07,23.34,23.9925,19673,AIS
2025-01-29,24.04,24.13,23.98,24.0183,882,AIS
2025-01-30,24.41,24.54,24.35,24.4959,2811,AIS
2025-01-31,24.79,24.841,24.4487,24.4487,2492,AIS
2025-02-03,24.1097,24.2,24.0,24.0021,7654,AIS
2025-02-04,24.0626,24.3992,24.0626,24.3721,8386,AIS
2025-02-05,24.4614,24.96,24.4614,24.9461,41371,AIS
