Date,Open,High,Low,Close,Volume
2022-04-08,10.09,10.09,10.09,10.09,389387
2022-04-11,10.1,10.1,10.09,10.09,26036
2022-04-12,10.09,10.14,10.09,10.09,10157
2022-04-13,10.1,10.1001,10.1,10.1,72497
2022-04-14,10.1,10.1,10.1,10.1,9027
2022-04-18,10.1,10.1,10.1,10.1,110
2022-04-20,10.1,10.1,10.1,10.1,919
2022-04-22,10.1,10.1,10.1,10.1,102
2022-04-25,10.1,10.1,10.1,10.1,1159
2022-04-27,10.11,10.11,10.11,10.11,522
2022-04-28,10.11,10.11,10.11,10.11,412
2022-05-02,10.11,10.11,10.11,10.11,104
2022-05-03,10.12,10.12,10.12,10.12,112
2022-05-04,10.12,10.12,10.12,10.12,111
2022-05-05,10.12,10.12,10.12,10.12,114
2022-05-06,10.12,10.12,10.12,10.12,113
2022-05-20,10.08,10.08,10.08,10.08,1506
2022-05-24,10.09,10.09,10.09,10.09,2570
2022-05-26,10.1,10.1,10.1,10.1,12340
2022-06-01,10.1,10.125,10.1,10.1,151097
2022-06-02,10.1,10.1,10.1,10.1,1004
2022-06-03,10.1,10.1,10.1,10.1,2202
2022-06-07,10.11,10.12,10.11,10.11,4802
2022-06-08,10.12,10.12,10.12,10.12,113
2022-06-10,10.12,10.12,10.12,10.12,2618
2022-06-13,10.13,10.13,10.13,10.13,352
2022-06-14,10.12,10.12,10.12,10.12,1364
2022-06-17,10.12,10.12,10.12,10.12,708
2022-06-30,10.15,10.15,10.13,10.13,963
2022-07-05,10.15,10.15,10.15,10.15,203
2022-07-06,10.13,10.13,10.13,10.13,9452
2022-07-11,10.15,10.15,10.1486,10.1486,8118
2022-07-14,10.15,10.151,10.15,10.15,3250
2022-07-21,10.18,10.18,10.18,10.18,177
2022-07-28,10.19,10.19,10.19,10.19,1000
2022-08-03,10.2,10.2,10.2,10.2,901
2022-08-04,10.2,10.2,10.185,10.19,81232
2022-08-05,10.2,10.2003,10.19,10.19,23300
2022-08-08,10.2,10.2,10.2,10.2,211
2022-08-15,10.22,10.22,10.2,10.21,33676
2022-08-16,10.22,10.22,10.2,10.21,22060
2022-08-18,10.22,10.22,10.22,10.22,105
2022-08-25,10.2,10.2,10.2,10.2,802
2022-09-06,10.2,10.2,10.2,10.2,2000
2022-09-07,10.2,10.2,10.16,10.18,8807
2022-09-12,10.18,10.19,10.18,10.19,13883
2022-09-14,10.18,10.18,10.18,10.18,3799
2022-09-15,10.19,10.19,10.1899,10.19,976393
2022-09-22,10.23,10.23,10.23,10.23,6078
2022-09-26,10.22,10.22,10.22,10.22,3226
2022-10-04,10.34,10.34,10.255,10.255,338
2022-10-06,10.25,10.25,10.25,10.25,31585
2022-10-10,10.25,10.26,10.23,10.2503,21859
2022-10-11,10.235,10.26,10.235,10.25,18822
2022-10-13,10.25,10.32,10.25,10.25,4222
2022-10-14,10.335,10.335,10.27,10.3,8475
2022-10-17,10.35,10.35,10.35,10.35,214
2022-10-18,10.3498,10.3498,10.3498,10.3498,512
2022-10-19,10.32,10.34,10.28,10.34,6850
2022-10-20,10.335,10.35,10.33,10.345,7264
2022-10-21,10.36,10.36,10.36,10.36,2998
2022-10-24,10.3,10.3504,10.3,10.3504,24272
2022-10-25,10.64,10.99,10.64,10.99,48883
2022-10-26,10.975,11.045,10.88,10.88,22723
2022-10-27,10.75,10.75,10.73,10.75,2004
2022-10-28,10.97,10.97,10.94,10.94,729
2022-10-31,10.9,10.9,10.84,10.88,1032
2022-11-17,10.85,10.86,10.85,10.86,303
2022-11-18,10.8,10.8,10.8,10.8,516
2022-11-21,10.8,10.8,10.8,10.8,689
2022-11-23,10.86,10.89,10.86,10.89,800
2022-11-29,10.8,10.8,10.8,10.8,1601
2022-12-02,10.81,10.81,10.81,10.81,808
2022-12-07,10.88,10.88,10.88,10.88,200
2022-12-09,10.88,10.88,10.88,10.88,6000
2022-12-15,10.81,10.81,10.775,10.775,2781
2023-01-04,11.02,11.04,10.95,10.95,686
2023-01-12,10.95,10.97,10.88,10.88,5002
2023-01-13,10.92,10.92,10.9,10.9,2652
2023-01-20,10.9,11.05,10.9,11.05,3844
2023-01-23,10.91,10.91,10.91,10.91,201
2023-01-30,10.93,10.93,10.93,10.93,123
2023-02-13,11.08,11.08,11.07,11.08,3731
2023-02-23,11.14,11.14,11.03,11.03,1872
2023-03-08,11.08,11.08,11.08,11.08,301
2023-03-09,11.1,11.11,11.1,11.11,438
2023-04-06,11.2,11.2,11.19,11.2,5815
2023-04-20,10.9,10.9,10.9,10.9,132
2023-04-26,11.3,11.3,11.3,11.3,106
2023-04-27,11.3,11.3,11.25,11.25,210
2023-05-15,10.99,10.99,10.99,10.99,301
2023-05-16,11.17,11.17,11.17,11.17,101
2023-05-18,11.17,11.179,11.17,11.179,204
2023-06-01,11.35,11.35,11.35,11.35,216
2023-06-02,11.34,11.34,11.24,11.24,2469
2023-06-05,11.28,11.34,11.25,11.25,1037
2023-06-08,11.25,11.25,11.25,11.25,201
2023-06-20,11.3,11.3,11.2999,11.3,1496
2023-06-21,11.34,11.35,11.34,11.35,3562
2023-06-27,11.52,12.3,11.38,11.39,7431
2023-06-28,11.61,11.63,11.45,11.45,3220
2023-07-03,11.8,11.99,11.8,11.99,536
2023-07-06,11.6,11.8,11.45,11.59,2744
2023-07-10,11.45,11.45,11.45,11.45,570
2023-07-11,11.45,11.45,11.39,11.45,4139
2023-07-12,11.5,11.54,11.5,11.5399,2067
2023-07-13,11.46,11.6,11.4,11.6,4337
2023-07-14,11.51,11.57,11.48,11.57,1246
2023-07-17,11.6001,11.76,11.57,11.76,11922
2023-07-18,11.76,11.76,11.68,11.68,1022
2023-07-19,11.68,11.72,11.68,11.72,5157
2023-07-21,11.78,11.78,11.78,11.78,1075
2023-07-24,11.64,11.64,11.5,11.5,3972
2023-07-28,11.65,11.6535,11.6001,11.6137,551
2023-07-31,11.56,11.56,11.45,11.45,1806
2023-08-01,11.45,11.45,11.28,11.28,2335
2023-08-02,11.455,11.455,11.45,11.4501,3180
2023-08-03,11.45,11.45,11.27,11.41,49241
2023-08-04,11.3998,11.4,11.39,11.39,792
2023-08-07,11.38,11.38,11.265,11.3,31617
2023-08-08,11.3,11.3194,11.3,11.3,21883
2023-08-09,11.3,11.3,11.3,11.3,7250
2023-08-10,11.3,11.373,11.2965,11.373,5369
2023-08-11,11.29,11.3,11.29,11.3,6503
2023-08-14,11.3,11.39,11.25,11.39,4852
2023-08-15,11.28,11.35,11.26,11.3,28631
2023-08-16,11.42,11.42,11.2901,11.305,1826
2023-08-17,11.31,11.393,11.3,11.35,6988
2023-08-18,11.3,11.405,11.3,11.3,15984
2023-08-21,11.33,11.3644,11.29,11.29,818
2023-08-22,11.42,11.42,11.26,11.27,27769
2023-08-23,11.3909,11.4,11.27,11.4,8119
2023-08-24,11.3,11.32,11.29,11.2999,8725
2023-08-25,11.3,11.3,11.3,11.3,1719
2023-08-30,11.3,11.3,11.3,11.3,95265
2023-09-01,11.34,11.34,11.34,11.34,6550
2023-09-05,11.35,11.35,11.35,11.35,103
2023-09-07,11.38,11.38,11.38,11.38,101
2023-09-11,11.38,11.38,11.33,11.38,702
2023-09-12,11.33,11.39,11.33,11.39,22508
2023-09-13,11.35,11.38,11.35,11.37,34222
2023-09-19,11.3,11.36,11.3,11.34,7859
2023-09-20,11.36,11.36,11.3,11.35,12482
2023-09-25,11.3,11.37,11.3,11.37,21437
2023-09-26,11.3499,11.3499,11.3499,11.3499,229
2023-09-27,11.32,11.32,11.305,11.32,4955
2023-09-28,11.325,11.47,11.325,11.41,82237
2023-09-29,11.46,11.46,11.46,11.46,107
2023-10-04,11.43,11.46,11.39,11.46,5633
2023-10-05,11.43,11.4902,11.42,11.4902,15105
2023-10-06,11.5,11.51,11.4,11.4,17199
2023-10-09,11.48,11.48,11.48,11.48,201
2023-10-11,11.51,11.56,11.45,11.46,4374
2023-10-12,11.5,11.5,11.5,11.5,107
2023-10-13,11.4,11.52,11.39,11.52,300
2023-10-18,11.5,11.5,11.5,11.5,103
2023-10-26,11.54,11.54,11.54,11.54,106
2023-10-27,11.41,11.54,11.4,11.54,2200
2023-10-30,11.51,11.53,11.51,11.53,602
2023-11-08,11.5,11.5,11.5,11.5,403
2023-11-09,11.52,11.52,11.45,11.49,3105
2023-11-14,11.55,11.6,11.45,11.6,27734
2023-11-15,11.6,11.6,11.6,11.6,1695
2023-11-22,11.57,11.57,11.57,11.57,103
2023-11-27,11.59,11.69,11.59,11.69,748
2023-11-30,11.62,11.63,11.62,11.63,210
2023-12-04,11.6,11.6,11.6,11.6,503
2023-12-13,11.45,11.6,11.45,11.6,23521
2023-12-14,11.53,11.55,11.53,11.54,31800
2023-12-15,11.55,11.55,11.54,11.54,5021
2023-12-18,11.67,11.67,11.5499,11.65,6542
2023-12-19,11.56,11.57,11.5599,11.56,21648
2023-12-20,11.68,11.68,11.67,11.67,248
2024-01-02,11.8,11.8,11.8,11.8,105
2024-01-05,11.72,11.8,11.71,11.7101,2288
2024-01-08,11.7499,11.75,11.74,11.7499,2066
2024-01-09,11.84,11.84,11.7699,11.77,9126
2024-01-10,11.72,11.77,11.71,11.77,10193
2024-01-11,12.3,12.3,11.68,11.68,4917
2024-01-12,11.7,12.2801,11.7,12.0,4334
2024-01-16,12.415,12.415,11.7,11.7,4151
2024-01-17,11.85,11.85,11.85,11.85,374
2024-01-18,11.7,11.9001,11.7,11.9001,404
2024-01-24,11.8001,11.91,11.8001,11.91,923
2024-01-25,11.8,11.9101,11.7,11.9101,3771
2024-01-29,12.1,12.1,11.945,11.99,1061
2024-01-30,11.91,12.09,11.72,12.005,1224
2024-02-05,11.8427,11.8427,11.8,11.8,627
2024-02-06,11.72,12.01,11.72,12.01,401
2024-02-09,11.73,12.0,11.73,12.0,340
2024-02-20,11.73,11.73,11.73,11.73,133
2024-02-21,11.9904,12.0,11.87,11.87,749
2024-02-22,11.9904,11.9904,11.9904,11.9904,147
2024-02-26,11.9904,11.9904,11.9904,11.9904,165
2024-02-28,11.94,12.1,11.94,12.1,437
2024-03-07,11.75,11.75,11.75,11.75,110
2024-03-08,12.12,12.12,11.75,11.75,237
2024-03-11,11.73,12.1201,11.65,12.1201,4903
2024-03-12,12.5,12.5,12.18,12.18,806
2024-03-19,11.77,11.77,11.77,11.77,105
2024-03-20,12.14,12.1401,12.14,12.1401,202
2024-03-27,11.84,11.84,11.84,11.84,124
2024-03-28,12.0,12.0,11.99,12.0,540
2024-04-01,11.93,11.93,11.93,11.93,114
2024-04-02,12.15,12.15,11.87,11.87,237
2024-04-03,12.15,12.15,12.15,12.15,183
2024-04-11,11.94,11.94,11.94,11.94,118
2024-04-12,12.15,12.15,12.15,12.15,265
2024-04-22,12.1,12.48,11.8898,12.0,11945
2024-04-30,11.98,11.98,11.98,11.98,102
2024-05-01,12.5,12.5,12.0,12.0,3120
2024-05-02,12.07,12.1,12.07,12.07,655
2024-05-03,12.07,12.1,11.9,12.1,2356
2024-05-07,12.0,12.1,12.0,12.1,884
2024-05-08,12.1,12.46,12.1,12.41,3284
2024-05-09,12.4,12.47,11.95,12.27,1761
2024-05-10,12.25,12.25,12.25,12.25,251
2024-05-15,12.25,12.25,12.25,12.25,109
2024-05-17,12.25,12.25,12.25,12.25,163
2024-05-20,12.48,12.48,12.48,12.48,283
2024-05-30,12.03,12.45,12.03,12.45,210
2024-06-04,12.06,12.06,12.06,12.06,201
2024-06-05,12.45,12.45,12.0,12.29,5155
2024-06-06,12.35,12.35,12.35,12.35,7120
2024-06-07,12.4,12.4,12.4,12.4,729
2024-06-11,12.48,12.48,12.48,12.48,115
2024-06-14,12.19,12.39,12.14,12.39,25594
2024-06-17,12.325,12.48,12.17,12.47,32967
2024-06-26,12.2,12.28,12.16,12.28,5508
2024-06-27,12.12,12.2,12.11,12.2,4511
2024-06-28,12.2,12.2,12.2,12.2,983
2024-07-01,12.25,12.25,12.25,12.25,564
2024-07-02,12.15,12.28,12.15,12.28,1101
2024-07-08,12.28,12.4,12.19,12.25,17413
2024-07-09,12.24,12.2808,12.2,12.28,1379
2024-07-10,12.2,12.25,12.1999,12.25,6798
2024-07-11,12.2,12.25,12.18,12.25,6921
2024-07-12,12.25,12.25,12.24,12.25,1681
2024-07-15,12.23,12.29,12.23,12.29,8045
2024-07-16,12.51,12.51,12.4,12.4,2576
2024-07-18,12.595,12.595,12.595,12.595,623
2024-07-19,12.4,13.0,12.2,13.0,1579
2024-07-22,12.595,12.67,12.4,12.4,4643
2024-07-23,12.3,12.3,12.3,12.3,1022
2024-07-24,12.5177,12.53,12.5177,12.53,824
2024-07-25,12.3,12.3,12.3,12.3,257
2024-07-26,12.4,12.4,12.4,12.4,10691
2024-07-29,12.4499,12.4499,12.44,12.44,310
2024-07-30,12.35,12.5,12.35,12.5,574
2024-07-31,12.4,12.4,12.365,12.4,1066
2024-08-01,12.21,12.21,12.21,12.21,613
2024-08-02,12.36,12.4,12.36,12.4,1000
2024-08-05,12.34,12.34,12.34,12.34,771
2024-08-06,12.21,12.21,12.21,12.21,168
2024-08-07,12.21,12.3,12.2,12.2,2336
2024-08-08,12.22,12.22,12.22,12.22,223
2024-08-12,12.2998,12.3,12.2998,12.3,345
2024-08-14,12.2,12.4,12.19,12.37,14472
2024-08-15,12.4,12.4,12.4,12.4,125
2024-08-16,12.4,12.4,12.18,12.18,507
2024-08-19,12.34,12.34,12.21,12.21,612
2024-08-20,12.4,12.4,12.39,12.39,526
2024-08-21,12.0,12.4,11.0,12.4,4280
2024-08-22,11.53,12.0,11.17,11.9,1502
2024-08-23,12.0,14.1,11.9,13.6,9703
2024-08-26,12.4,12.4,11.2,12.1,8011
2024-08-27,11.95,12.4,11.1,11.56,3604
2024-08-28,12.21,13.44,12.21,12.62,7103
2024-08-29,12.5,13.0,12.06,12.6,9527
2024-08-30,12.4,12.62,12.0,12.08,8115
2024-09-03,11.675,11.675,11.675,11.675,322
